CTA PROG,SUBC SUBP,OBJG PROY,"ORD
SPRY",CONCEPTO,Código de entidad,Código de sector,Tipo de gasto,Código,Entidad,Sector,TOTAL
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3231.0,32,FUNCIONAMIENTO,8.1,Corporación autónoma regional del alto magdalena (cam),Ambiente y desarrollo sostenible,1900000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3234.0,32,FUNCIONAMIENTO,8.1,Corporación autónoma regional de santander (cas),Ambiente y desarrollo sostenible,5500000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3235.0,32,FUNCIONAMIENTO,8.1,Corporación autónoma regional de boyacá (corpoboyacá),Ambiente y desarrollo sostenible,10144353.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3238.0,32,FUNCIONAMIENTO,8.1,Corporación autónoma regional del canal del dique (cardique),Ambiente y desarrollo sostenible,1786000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3301.0,33,FUNCIONAMIENTO,8.1,"Ministerio de las culturas, las artes y los saberes","Ministerio de las culturas, las artes y los saberes",566042054.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3304.0,33,FUNCIONAMIENTO,8.1,Archivo general de la nación,"Ministerio de las culturas, las artes y los saberes",115341703.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3305.0,33,FUNCIONAMIENTO,8.1,Instituto colombiano de antropología e historia,"Ministerio de las culturas, las artes y los saberes",90000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3307.0,33,FUNCIONAMIENTO,8.1,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes",31487457.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3401.0,34,FUNCIONAMIENTO,8.1,Auditoría general de la republica,Organismos de control,32000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3501.0,35,FUNCIONAMIENTO,8.1,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",20720642000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3502.0,35,FUNCIONAMIENTO,8.1,Superintendencia de sociedades,"Comercio, industria y turismo",314731000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3503.0,35,FUNCIONAMIENTO,8.1,Superintendencia de industria y comercio,"Comercio, industria y turismo",3803000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3504.0,35,FUNCIONAMIENTO,8.1,Unidad administrativa especial junta central contadores,"Comercio, industria y turismo",110600000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3505.0,35,FUNCIONAMIENTO,8.1,Instituto nacional de metrología - inm,"Comercio, industria y turismo",117500000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3601.0,36,FUNCIONAMIENTO,8.1,Ministerio del trabajo,Trabajo,401077000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3602.0,36,FUNCIONAMIENTO,8.1,Servicio nacional de aprendizaje (sena),Trabajo,199234000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3612.0,36,FUNCIONAMIENTO,8.1,Unidad administrativa especial de organizaciones solidarias,Trabajo,49090000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3701.0,37,FUNCIONAMIENTO,8.1,Ministerio del interior,Interior,176200000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3703.0,37,FUNCIONAMIENTO,8.1,Dirección nacional del derecho de autor,Interior,17200000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3704.0,37,FUNCIONAMIENTO,8.1,Corporación nacional para la reconstrucción de la cuenca del rio páez y zonas aledañas nasa ki we,Interior,14080000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3708.0,37,FUNCIONAMIENTO,8.1,Unidad nacional de protección - unp,Interior,1532600000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3709.0,37,FUNCIONAMIENTO,8.1,Dirección nacional de bomberos,Interior,37000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3801.0,38,FUNCIONAMIENTO,8.1,Comisión nacional del servicio civil,Empleo público,79374455.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,3901.0,39,FUNCIONAMIENTO,8.1,"Ministerio de ciencia, tecnología e innovación","Ciencia, tecnología e innovación",199126000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4001.0,40,FUNCIONAMIENTO,8.1,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",612300000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4101.0,41,FUNCIONAMIENTO,8.1,Departamento administrativo para la prosperidad social,Inclusión social y reconciliación,222976800.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4105.0,41,FUNCIONAMIENTO,8.1,Centro de memoria histórica,Inclusión social y reconciliación,1032300.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4201.0,42,FUNCIONAMIENTO,8.1,Departamento administrativo dirección nacional de inteligencia,Inteligencia,290000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4301.0,43,FUNCIONAMIENTO,8.1,Ministerio del deporte,Deporte y recreación,40577903.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4601.0,46,FUNCIONAMIENTO,8.1,Instituto nacional para ciegos (inci),Igualdad y equidad,27872100.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4602.0,46,FUNCIONAMIENTO,8.1,Instituto colombiano de bienestar familiar (icbf),Igualdad y equidad,4842518267.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4603.0,46,FUNCIONAMIENTO,8.1,Instituto nacional para sordos (insor),Igualdad y equidad,42544040.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS,IMPUESTOS,IMPUESTOS,IMPUESTOS,4604.0,46,FUNCIONAMIENTO,8.1,Instituto nacional para ciegos (inci),Igualdad y equidad,30501161.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",101.0,1,FUNCIONAMIENTO,8.5,Congreso de la república,Congreso de la república,138000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",214.0,2,FUNCIONAMIENTO,8.5,Agencia de renovación del territorio – art,Presidencia de la república,54000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",401.0,4,FUNCIONAMIENTO,8.5,Departamento administrativo nacional de estadística (dane),Información estadística,20000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1104.0,11,FUNCIONAMIENTO,8.5,Unidad administrativa especial migración colombia,Relaciones exteriores,6000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1208.0,12,FUNCIONAMIENTO,8.5,Instituto nacional penitenciario y carcelario - inpec,Justicia y del derecho,373400000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1211.0,12,FUNCIONAMIENTO,8.5,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y del derecho,163700000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1501.0,15,FUNCIONAMIENTO,8.5,Ministerio de defensa nacional,Defensa y policía,479000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1507.0,15,FUNCIONAMIENTO,8.5,Instituto casas fiscales del ejército,Defensa y policía,53000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1508.0,15,FUNCIONAMIENTO,8.5,"Defensa civil colombiana, guillermo león valencia",Defensa y policía,9000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1512.0,15,FUNCIONAMIENTO,8.5,Fondo rotatorio de la policía,Defensa y policía,10000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1519.0,15,FUNCIONAMIENTO,8.5,Hospital militar,Defensa y policía,25000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1601.0,16,FUNCIONAMIENTO,8.5,Policía nacional,Defensa y policía,19000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",1914.0,19,FUNCIONAMIENTO,8.5,Fondo pasivo social de ferrocarriles nacionales de colombia ,Salud y protección social,124086000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",2402.0,24,FUNCIONAMIENTO,8.5,Instituto nacional de vías,Transporte,3158000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",2412.0,24,FUNCIONAMIENTO,8.5,Unidad administrativa especial de la aeronáutica civil,Transporte,590466000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",2501.0,25,FUNCIONAMIENTO,8.5,Procuraduría general de la nación,Organismos de control,2256000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",2901.0,29,FUNCIONAMIENTO,8.5,Fiscalía general de la nación,Fiscalía,61600000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",3201.0,32,FUNCIONAMIENTO,8.5,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,5000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",3301.0,33,FUNCIONAMIENTO,8.5,"Ministerio de las culturas, las artes y los saberes","Ministerio de las culturas, las artes y los saberes",3581456.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",3304.0,33,FUNCIONAMIENTO,8.5,Archivo general de la nación,"Ministerio de las culturas, las artes y los saberes",5000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",3307.0,33,FUNCIONAMIENTO,8.5,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes",4765670.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",4403.0,44,FUNCIONAMIENTO,8.5,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),"Sistema integral de verdad, justicia, reparación y no repetición",2000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,101.0,1,FUNCIONAMIENTO,8.3,Congreso de la república,Congreso de la república,18000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,201.0,2,FUNCIONAMIENTO,8.3,Presidencia de la república,Presidencia de la república,81000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,503.0,5,FUNCIONAMIENTO,8.3,Escuela superior de administración pública (esap),Empleo público,3775352.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1102.0,11,FUNCIONAMIENTO,8.3,Fondo rotatorio del ministerio de relaciones exteriores,Relaciones exteriores,78000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1104.0,11,FUNCIONAMIENTO,8.3,Unidad administrativa especial migración colombia,Relaciones exteriores,25000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1208.0,12,FUNCIONAMIENTO,8.3,Instituto nacional penitenciario y carcelario - inpec,Justicia y del derecho,374100000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1301.0,13,FUNCIONAMIENTO,8.3,Ministerio de hacienda y crédito público,Hacienda,8000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1310.0,13,FUNCIONAMIENTO,8.3,Unidad administrativa especial dirección de impuestos y aduanas nacionales,Hacienda,212000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1313.0,13,FUNCIONAMIENTO,8.3,Superintendencia financiera de colombia,Hacienda,43000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1501.0,15,FUNCIONAMIENTO,8.3,Ministerio de defensa nacional,Defensa y policía,3632400000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1510.0,15,FUNCIONAMIENTO,8.3,Club militar de oficiales,Defensa y policía,42300000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1511.0,15,FUNCIONAMIENTO,8.3,Caja de sueldos de retiro de la policía nacional,Defensa y policía,3000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1519.0,15,FUNCIONAMIENTO,8.3,Hospital militar,Defensa y policía,779000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1601.0,16,FUNCIONAMIENTO,8.3,Policía nacional,Defensa y policía,1363000000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1701.0,17,FUNCIONAMIENTO,8.3,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,34413000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1715.0,17,FUNCIONAMIENTO,8.3,Autoridad nacional de acuicultura y pesca - aunap,Agricultura y desarrollo rural,4518000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1903.0,19,FUNCIONAMIENTO,8.3,Instituto nacional de salud (ins),Salud y protección social,4366000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1910.0,19,FUNCIONAMIENTO,8.3,Superintendencia nacional de salud,Salud y protección social,3806000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,1912.0,19,FUNCIONAMIENTO,8.3,Instituto nacional de vigilancia de medicamentos y alimentos - invima,Salud y protección social,44558000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2103.0,21,FUNCIONAMIENTO,8.3,Servicio geológico colombiano,Minas y energía,3203000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2110.0,21,FUNCIONAMIENTO,8.3,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,Minas y energía,25700000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2112.0,21,FUNCIONAMIENTO,8.3,Agencia nacional de minería - anm,Minas y energía,2163000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2201.0,22,FUNCIONAMIENTO,8.3,Ministerio de educación nacional,Educación,5193972.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2402.0,24,FUNCIONAMIENTO,8.3,Instituto nacional de vías,Transporte,1782000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2417.0,24,FUNCIONAMIENTO,8.3,Superintendencia de puertos y transporte,Transporte,5143000.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,TASAS Y DERECHOS ADMINISTRATIVOS,2501.0,25,FUNCIONAMIENTO,8.3,Procuraduría general de la nación,Organismos de control,11000000.0
