Sector,Etapa,Año,Valor
DEPORTE Y RECREACIÓN,Compromiso,2020,442.0
DEPORTE Y RECREACIÓN,Compromiso,2021,733.0
DEPORTE Y RECREACIÓN,Compromiso,2022,879.0
DEPORTE Y RECREACIÓN,Compromiso,2023,699.0
EDUCACIÓN,Compromiso,2000,4967.0
EDUCACIÓN,Compromiso,2001,7510.0
EDUCACIÓN,Compromiso,2002,8706.0
EDUCACIÓN,Compromiso,2003,10124.0
EDUCACIÓN,Compromiso,2004,11563.0
EDUCACIÓN,Compromiso,2005,12593.0
EDUCACIÓN,Compromiso,2006,13406.0
EDUCACIÓN,Compromiso,2007,14343.0
EDUCACIÓN,Compromiso,2008,16213.0
EDUCACIÓN,Compromiso,2009,18740.0
EDUCACIÓN,Compromiso,2010,20359.0
EDUCACIÓN,Compromiso,2011,21747.0
EDUCACIÓN,Compromiso,2012,23234.0
EDUCACIÓN,Compromiso,2013,25161.0
EDUCACIÓN,Compromiso,2014,26918.0
EDUCACIÓN,Compromiso,2015,29044.0
EDUCACIÓN,Compromiso,2016,31353.0
EDUCACIÓN,Compromiso,2017,35561.0
EDUCACIÓN,Compromiso,2018,38231.0
EDUCACIÓN,Compromiso,2019,41451.0
EDUCACIÓN,Compromiso,2020,44601.0
EDUCACIÓN,Compromiso,2021,48078.0
EDUCACIÓN,Compromiso,2022,49719.0
EDUCACIÓN,Compromiso,2023,58513.0
EMPLEO PÚBLICO,Compromiso,2000,38.0
EMPLEO PÚBLICO,Compromiso,2001,44.0
EMPLEO PÚBLICO,Compromiso,2002,45.0
EMPLEO PÚBLICO,Compromiso,2003,37.0
EMPLEO PÚBLICO,Compromiso,2004,43.0
EMPLEO PÚBLICO,Compromiso,2005,48.0
EMPLEO PÚBLICO,Compromiso,2006,61.0
EMPLEO PÚBLICO,Compromiso,2007,64.0
EMPLEO PÚBLICO,Compromiso,2008,72.0
EMPLEO PÚBLICO,Compromiso,2009,103.0
EMPLEO PÚBLICO,Compromiso,2010,115.0
EMPLEO PÚBLICO,Compromiso,2011,118.0
EMPLEO PÚBLICO,Compromiso,2012,136.0
EMPLEO PÚBLICO,Compromiso,2013,160.0
EMPLEO PÚBLICO,Compromiso,2014,172.0
EMPLEO PÚBLICO,Compromiso,2015,199.0
EMPLEO PÚBLICO,Compromiso,2016,271.0
EMPLEO PÚBLICO,Compromiso,2017,347.0
EMPLEO PÚBLICO,Compromiso,2018,431.0
EMPLEO PÚBLICO,Compromiso,2019,380.0
EMPLEO PÚBLICO,Compromiso,2020,265.0
EMPLEO PÚBLICO,Compromiso,2021,310.0
EMPLEO PÚBLICO,Compromiso,2022,369.0
EMPLEO PÚBLICO,Compromiso,2023,463.0
FISCALÍA,Compromiso,2000,622.0
FISCALÍA,Compromiso,2001,662.0
FISCALÍA,Compromiso,2002,692.0
FISCALÍA,Compromiso,2003,725.0
FISCALÍA,Compromiso,2004,788.0
FISCALÍA,Compromiso,2005,873.0
FISCALÍA,Compromiso,2006,964.0
FISCALÍA,Compromiso,2007,1094.0
FISCALÍA,Compromiso,2008,1265.0
FISCALÍA,Compromiso,2009,1461.0
FISCALÍA,Compromiso,2010,1540.0
FISCALÍA,Compromiso,2011,1686.0
FISCALÍA,Compromiso,2012,1968.0
FISCALÍA,Compromiso,2013,2250.0
FISCALÍA,Compromiso,2014,2525.0
FISCALÍA,Compromiso,2015,2777.0
FISCALÍA,Compromiso,2016,3155.0
FISCALÍA,Compromiso,2017,3419.0
FISCALÍA,Compromiso,2018,3633.0
FISCALÍA,Compromiso,2019,3844.0
FISCALÍA,Compromiso,2020,3957.0
FISCALÍA,Compromiso,2021,4298.0
FISCALÍA,Compromiso,2022,4727.0
FISCALÍA,Compromiso,2023,5419.0
HACIENDA,Compromiso,2000,6902.0
HACIENDA,Compromiso,2001,6828.0
HACIENDA,Compromiso,2002,6202.0
HACIENDA,Compromiso,2003,5267.0
HACIENDA,Compromiso,2004,6210.0
HACIENDA,Compromiso,2005,6937.0
HACIENDA,Compromiso,2006,6232.0
HACIENDA,Compromiso,2007,6507.0
HACIENDA,Compromiso,2008,7307.0
HACIENDA,Compromiso,2009,6663.0
HACIENDA,Compromiso,2010,7484.0
HACIENDA,Compromiso,2011,8348.0
HACIENDA,Compromiso,2012,9456.0
HACIENDA,Compromiso,2013,12164.0
HACIENDA,Compromiso,2014,13231.0
HACIENDA,Compromiso,2015,16947.0
HACIENDA,Compromiso,2016,17795.0
HACIENDA,Compromiso,2017,20607.0
HACIENDA,Compromiso,2018,11648.0
HACIENDA,Compromiso,2019,9610.0
HACIENDA,Compromiso,2020,20809.0
HACIENDA,Compromiso,2021,21611.0
HACIENDA,Compromiso,2022,16944.0
HACIENDA,Compromiso,2023,37231.0
IGUALDAD Y EQUIDAD,Compromiso,2023,9453.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2000,956.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2001,1089.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2002,1155.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2003,1223.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2004,1421.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2005,1740.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2006,2901.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2007,3686.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2008,4943.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2009,5836.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2010,6226.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2011,6433.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2012,8435.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2013,9291.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2014,9664.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2015,10774.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2016,10706.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2017,11289.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2018,11040.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2019,11337.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2020,17891.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2021,23173.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2022,23020.0
INCLUSIÓN SOCIAL Y RECONCILIACIÓN,Compromiso,2023,11241.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2000,66.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2001,73.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2002,90.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2003,83.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2004,115.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2005,230.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2006,134.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2007,157.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2008,184.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2009,174.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2010,195.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2011,224.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2012,303.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2013,364.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2014,576.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2015,377.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2016,333.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2017,389.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2018,599.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2019,358.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2020,345.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2021,427.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2022,453.0
INFORMACIÓN ESTADÍSTICA,Compromiso,2023,858.0
INTELIGENCIA,Compromiso,2000,158.0
INTELIGENCIA,Compromiso,2001,185.0
INTELIGENCIA,Compromiso,2002,184.0
INTELIGENCIA,Compromiso,2003,237.0
INTELIGENCIA,Compromiso,2004,248.0
INTELIGENCIA,Compromiso,2005,254.0
INTELIGENCIA,Compromiso,2006,296.0
INTELIGENCIA,Compromiso,2007,290.0
INTELIGENCIA,Compromiso,2008,386.0
INTELIGENCIA,Compromiso,2009,316.0
INTELIGENCIA,Compromiso,2010,326.0
INTELIGENCIA,Compromiso,2011,309.0
INTELIGENCIA,Compromiso,2012,184.0
INTELIGENCIA,Compromiso,2013,181.0
INTELIGENCIA,Compromiso,2014,141.0
INTELIGENCIA,Compromiso,2015,78.0
INTELIGENCIA,Compromiso,2016,92.0
INTELIGENCIA,Compromiso,2017,92.0
INTELIGENCIA,Compromiso,2018,93.0
INTELIGENCIA,Compromiso,2019,95.0
INTELIGENCIA,Compromiso,2020,99.0
INTELIGENCIA,Compromiso,2021,114.0
INTELIGENCIA,Compromiso,2022,107.0
INTELIGENCIA,Compromiso,2023,134.0
INTERIOR Y JUSTICIA,Compromiso,2000,580.0
INTERIOR Y JUSTICIA,Compromiso,2001,764.0
INTERIOR Y JUSTICIA,Compromiso,2002,690.0
INTERIOR Y JUSTICIA,Compromiso,2003,736.0
INTERIOR Y JUSTICIA,Compromiso,2004,915.0
INTERIOR Y JUSTICIA,Compromiso,2005,1013.0
INTERIOR Y JUSTICIA,Compromiso,2006,1281.0
INTERIOR Y JUSTICIA,Compromiso,2007,1286.0
INTERIOR Y JUSTICIA,Compromiso,2008,1732.0
INTERIOR Y JUSTICIA,Compromiso,2009,2079.0
INTERIOR Y JUSTICIA,Compromiso,2010,2783.0
INTERIOR Y JUSTICIA,Compromiso,2011,6390.0
INTERIOR Y JUSTICIA,Compromiso,2012,2387.0
INTERIOR Y JUSTICIA,Compromiso,2013,3116.0
INTERIOR Y JUSTICIA,Compromiso,2014,3333.0
INTERIOR Y JUSTICIA,Compromiso,2015,3392.0
INTERIOR Y JUSTICIA,Compromiso,2016,3627.0
INTERIOR Y JUSTICIA,Compromiso,2017,3946.0
INTERIOR Y JUSTICIA,Compromiso,2018,3540.0
INTERIOR Y JUSTICIA,Compromiso,2019,4009.0
INTERIOR Y JUSTICIA,Compromiso,2020,4583.0
INTERIOR Y JUSTICIA,Compromiso,2021,5193.0
INTERIOR Y JUSTICIA,Compromiso,2022,6072.0
INTERIOR Y JUSTICIA,Compromiso,2023,7259.0
MINAS Y ENERGÍA,Compromiso,2000,330.0
MINAS Y ENERGÍA,Compromiso,2001,479.0
MINAS Y ENERGÍA,Compromiso,2002,350.0
MINAS Y ENERGÍA,Compromiso,2003,422.0
MINAS Y ENERGÍA,Compromiso,2004,3016.0
MINAS Y ENERGÍA,Compromiso,2005,2936.0
MINAS Y ENERGÍA,Compromiso,2006,977.0
MINAS Y ENERGÍA,Compromiso,2007,2551.0
MINAS Y ENERGÍA,Compromiso,2008,1809.0
MINAS Y ENERGÍA,Compromiso,2009,6479.0
MINAS Y ENERGÍA,Compromiso,2010,2317.0
MINAS Y ENERGÍA,Compromiso,2011,2838.0
MINAS Y ENERGÍA,Compromiso,2012,2670.0
MINAS Y ENERGÍA,Compromiso,2013,3357.0
MINAS Y ENERGÍA,Compromiso,2014,2970.0
MINAS Y ENERGÍA,Compromiso,2015,3376.0
MINAS Y ENERGÍA,Compromiso,2016,3180.0
MINAS Y ENERGÍA,Compromiso,2017,3819.0
MINAS Y ENERGÍA,Compromiso,2018,4088.0
MINAS Y ENERGÍA,Compromiso,2019,3881.0
MINAS Y ENERGÍA,Compromiso,2020,4238.0
MINAS Y ENERGÍA,Compromiso,2021,5858.0
MINAS Y ENERGÍA,Compromiso,2022,5340.0
MINAS Y ENERGÍA,Compromiso,2023,8359.0
ORGANISMOS DE CONTROL,Compromiso,2000,362.0
ORGANISMOS DE CONTROL,Compromiso,2001,376.0
ORGANISMOS DE CONTROL,Compromiso,2002,402.0
ORGANISMOS DE CONTROL,Compromiso,2003,409.0
ORGANISMOS DE CONTROL,Compromiso,2004,466.0
ORGANISMOS DE CONTROL,Compromiso,2005,486.0
ORGANISMOS DE CONTROL,Compromiso,2006,553.0
ORGANISMOS DE CONTROL,Compromiso,2007,611.0
ORGANISMOS DE CONTROL,Compromiso,2008,698.0
ORGANISMOS DE CONTROL,Compromiso,2009,786.0
ORGANISMOS DE CONTROL,Compromiso,2010,885.0
ORGANISMOS DE CONTROL,Compromiso,2011,936.0
ORGANISMOS DE CONTROL,Compromiso,2012,1049.0
ORGANISMOS DE CONTROL,Compromiso,2013,1186.0
ORGANISMOS DE CONTROL,Compromiso,2014,1329.0
ORGANISMOS DE CONTROL,Compromiso,2015,1485.0
ORGANISMOS DE CONTROL,Compromiso,2016,1526.0
ORGANISMOS DE CONTROL,Compromiso,2017,1716.0
ORGANISMOS DE CONTROL,Compromiso,2018,1822.0
ORGANISMOS DE CONTROL,Compromiso,2019,1817.0
ORGANISMOS DE CONTROL,Compromiso,2020,2048.0
ORGANISMOS DE CONTROL,Compromiso,2021,2548.0
ORGANISMOS DE CONTROL,Compromiso,2022,2903.0
ORGANISMOS DE CONTROL,Compromiso,2023,3732.0
PLANEACIÓN,Compromiso,2000,356.0
PLANEACIÓN,Compromiso,2001,1067.0
PLANEACIÓN,Compromiso,2002,861.0
PLANEACIÓN,Compromiso,2003,411.0
PLANEACIÓN,Compromiso,2004,290.0
PLANEACIÓN,Compromiso,2005,178.0
PLANEACIÓN,Compromiso,2006,284.0
PLANEACIÓN,Compromiso,2007,411.0
PLANEACIÓN,Compromiso,2008,618.0
PLANEACIÓN,Compromiso,2009,1093.0
PLANEACIÓN,Compromiso,2010,1005.0
PLANEACIÓN,Compromiso,2011,873.0
PLANEACIÓN,Compromiso,2012,976.0
PLANEACIÓN,Compromiso,2013,567.0
PLANEACIÓN,Compromiso,2014,438.0
PLANEACIÓN,Compromiso,2015,407.0
PLANEACIÓN,Compromiso,2016,549.0
PLANEACIÓN,Compromiso,2017,531.0
PLANEACIÓN,Compromiso,2018,471.0
PLANEACIÓN,Compromiso,2019,483.0
PLANEACIÓN,Compromiso,2020,575.0
PLANEACIÓN,Compromiso,2021,1038.0
PLANEACIÓN,Compromiso,2022,1644.0
PLANEACIÓN,Compromiso,2023,1809.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2000,762.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2001,772.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2002,979.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2003,804.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2004,759.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2005,650.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2006,215.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2007,356.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2008,317.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2009,294.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2010,283.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2011,308.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2012,853.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2013,602.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2014,665.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2015,663.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2016,800.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2017,1831.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2018,1515.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2019,1596.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2020,5299.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2021,8718.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2022,5997.0
PRESIDENCIA DE LA REPÚBLICA,Compromiso,2023,5412.0
RAMA JUDICIAL,Compromiso,2000,694.0
RAMA JUDICIAL,Compromiso,2001,784.0
RAMA JUDICIAL,Compromiso,2002,812.0
RAMA JUDICIAL,Compromiso,2003,813.0
RAMA JUDICIAL,Compromiso,2004,1029.0
RAMA JUDICIAL,Compromiso,2005,1073.0
RAMA JUDICIAL,Compromiso,2006,1206.0
RAMA JUDICIAL,Compromiso,2007,1308.0
RAMA JUDICIAL,Compromiso,2008,1451.0
RAMA JUDICIAL,Compromiso,2009,1672.0
RAMA JUDICIAL,Compromiso,2010,1821.0
RAMA JUDICIAL,Compromiso,2011,2040.0
RAMA JUDICIAL,Compromiso,2012,2328.0
RAMA JUDICIAL,Compromiso,2013,2773.0
RAMA JUDICIAL,Compromiso,2014,3003.0
RAMA JUDICIAL,Compromiso,2015,3180.0
RAMA JUDICIAL,Compromiso,2016,3464.0
RAMA JUDICIAL,Compromiso,2017,3756.0
RAMA JUDICIAL,Compromiso,2018,4164.0
RAMA JUDICIAL,Compromiso,2019,4626.0
RAMA JUDICIAL,Compromiso,2020,4815.0
RAMA JUDICIAL,Compromiso,2021,5248.0
RAMA JUDICIAL,Compromiso,2022,5889.0
RAMA JUDICIAL,Compromiso,2023,7249.0
REGISTRADURÍA,Compromiso,2000,214.0
REGISTRADURÍA,Compromiso,2001,190.0
REGISTRADURÍA,Compromiso,2002,225.0
REGISTRADURÍA,Compromiso,2003,320.0
REGISTRADURÍA,Compromiso,2004,170.0
REGISTRADURÍA,Compromiso,2005,205.0
REGISTRADURÍA,Compromiso,2006,501.0
REGISTRADURÍA,Compromiso,2007,449.0
REGISTRADURÍA,Compromiso,2008,373.0
REGISTRADURÍA,Compromiso,2009,438.0
REGISTRADURÍA,Compromiso,2010,752.0
REGISTRADURÍA,Compromiso,2011,606.0
REGISTRADURÍA,Compromiso,2012,451.0
REGISTRADURÍA,Compromiso,2013,576.0
REGISTRADURÍA,Compromiso,2014,1128.0
REGISTRADURÍA,Compromiso,2015,887.0
REGISTRADURÍA,Compromiso,2016,772.0
REGISTRADURÍA,Compromiso,2017,821.0
REGISTRADURÍA,Compromiso,2018,1865.0
REGISTRADURÍA,Compromiso,2019,1492.0
REGISTRADURÍA,Compromiso,2020,700.0
REGISTRADURÍA,Compromiso,2021,1373.0
REGISTRADURÍA,Compromiso,2022,3253.0
REGISTRADURÍA,Compromiso,2023,3276.0
RELACIONES EXTERIORES,Compromiso,2000,196.0
RELACIONES EXTERIORES,Compromiso,2001,209.0
RELACIONES EXTERIORES,Compromiso,2002,224.0
RELACIONES EXTERIORES,Compromiso,2003,221.0
RELACIONES EXTERIORES,Compromiso,2004,220.0
RELACIONES EXTERIORES,Compromiso,2005,272.0
RELACIONES EXTERIORES,Compromiso,2006,288.0
RELACIONES EXTERIORES,Compromiso,2007,266.0
RELACIONES EXTERIORES,Compromiso,2008,267.0
RELACIONES EXTERIORES,Compromiso,2009,288.0
RELACIONES EXTERIORES,Compromiso,2010,342.0
RELACIONES EXTERIORES,Compromiso,2011,369.0
RELACIONES EXTERIORES,Compromiso,2012,619.0
RELACIONES EXTERIORES,Compromiso,2013,630.0
RELACIONES EXTERIORES,Compromiso,2014,653.0
RELACIONES EXTERIORES,Compromiso,2015,830.0
RELACIONES EXTERIORES,Compromiso,2016,1.0
RELACIONES EXTERIORES,Compromiso,2017,940.0
RELACIONES EXTERIORES,Compromiso,2018,845.0
RELACIONES EXTERIORES,Compromiso,2019,929.0
RELACIONES EXTERIORES,Compromiso,2020,932.0
RELACIONES EXTERIORES,Compromiso,2021,1078.0
RELACIONES EXTERIORES,Compromiso,2022,1353.0
RELACIONES EXTERIORES,Compromiso,2023,1419.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2000,5125.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2001,6915.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2002,7867.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2003,9069.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2004,11820.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2005,14870.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2006,16883.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2007,18274.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2008,20079.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2009,22717.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2010,24080.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2011,25992.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2012,29287.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2013,30508.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2014,35949.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2015,36153.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2016,37946.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2017,40425.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2018,48571.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2019,57356.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2020,66632.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2021,70909.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2022,72230.0
"SALUD, PROTECCIÓN SOCIAL Y TRABAJO",Compromiso,2023,87349.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2017,0.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2018,134.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2019,396.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2020,487.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2021,555.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2022,602.0
"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",Compromiso,2023,685.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2000,195.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2001,210.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2002,220.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2003,185.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2004,220.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2005,182.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2006,299.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2007,427.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2008,571.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2009,779.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2010,983.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2011,1113.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2012,1406.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2013,1334.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2014,1858.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2015,1516.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2016,1242.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2017,1311.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2018,1252.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2019,1533.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2020,1575.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2021,2119.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2022,2170.0
TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Compromiso,2023,2450.0
TRANSPORTE,Compromiso,2000,979.0
TRANSPORTE,Compromiso,2001,1680.0
TRANSPORTE,Compromiso,2002,1718.0
TRANSPORTE,Compromiso,2003,1210.0
TRANSPORTE,Compromiso,2004,1477.0
TRANSPORTE,Compromiso,2005,1783.0
TRANSPORTE,Compromiso,2006,2509.0
TRANSPORTE,Compromiso,2007,3115.0
TRANSPORTE,Compromiso,2008,2597.0
TRANSPORTE,Compromiso,2009,3778.0
TRANSPORTE,Compromiso,2010,3951.0
TRANSPORTE,Compromiso,2011,5092.0
TRANSPORTE,Compromiso,2012,7902.0
TRANSPORTE,Compromiso,2013,8418.0
TRANSPORTE,Compromiso,2014,7504.0
TRANSPORTE,Compromiso,2015,7058.0
TRANSPORTE,Compromiso,2016,5907.0
TRANSPORTE,Compromiso,2017,6429.0
TRANSPORTE,Compromiso,2018,5337.0
TRANSPORTE,Compromiso,2019,7501.0
TRANSPORTE,Compromiso,2020,7759.0
TRANSPORTE,Compromiso,2021,10962.0
TRANSPORTE,Compromiso,2022,11906.0
TRANSPORTE,Compromiso,2023,11819.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2000,186.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2001,204.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2002,162.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2003,209.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2004,255.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2005,272.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2006,234.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2007,394.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2008,438.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2009,700.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2010,631.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2011,1130.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2012,3068.0
"VIVIENDA, CIUDAD Y TERRITORIO",Compromiso,2013,3554.0
