Actividad,C1,C2,Impuesto,Año,Valor,IPC,Valor_pc,Rubro,Rubro2
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1997,233157.0,20.894244194734085,1115891.0455289972,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1998,4419149.0,24.38219716668425,18124490.462403078,Renta,Renta
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1998,2401536.0,24.38219716668425,9849547.124823725,IVA,IVA
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1998,0.0,24.38219716668425,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1998,0.0,24.38219716668425,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1998,1716858.0,24.38219716668425,7041440.885179572,Otros impuestos,Arancel
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1998,12410.0,24.38219716668425,50897.792004393195,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1998,3589001.0,24.38219716668425,14719760.38691049,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1998,317176.0,24.38219716668425,1300850.7716990665,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1998,0.0,24.38219716668425,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1998,1641863.0,24.38219716668425,6733859.909243274,Renta,Renta
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1998,0.0,24.38219716668425,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1998,0.0,24.38219716668425,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1998,0.0,24.38219716668425,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1998,0.0,24.38219716668425,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1998,923717.0,24.38219716668425,3788489.583958265,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1998,0.0,24.38219716668425,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1999,1438675.0,26.638320298252783,5400772.210454889,Otros impuestos,Arancel
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1999,10616.0,26.638320298252783,39852.3626157326,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1999,880692.0,26.638320298252783,3306109.3572696657,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1999,0.0,26.638320298252783,0.0,Otros impuestos,Retención CREE
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1999,2134398.0,26.638320298252783,8012509.708204072,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1999,4594462.0,26.638320298252783,17247566.470252827,Renta,Renta
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1999,2105943.0,26.638320298252783,7905689.909953255,Renta,Renta
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1999,0.0,26.638320298252783,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1999,986390.0,26.638320298252783,3702898.6398391556,IVA,IVA
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1999,0.0,26.638320298252783,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1999,336548.0,26.638320298252783,1263397.9779200805,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1999,3947625.0,26.638320298252783,14819346.549635587,IVA,IVA
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1999,0.0,26.638320298252783,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1999,0.0,26.638320298252783,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1999,0.0,26.638320298252783,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1999,0.0,26.638320298252783,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2000,0.0,28.968085431148474,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2000,0.0,28.968085431148474,0.0,Otros impuestos,Retención CREE
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2000,34038.0,28.968085431148474,117501.72472012945,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2000,2474471.0,28.968085431148474,8542059.177094525,Renta,Renta
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2000,1762238.0,28.968085431148474,6083377.530035592,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2000,5052493.0,28.968085431148474,17441584.159950085,Renta,Renta
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2000,2742842.0,28.968085431148474,9468495.964357756,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2000,1036744.0,28.968085431148474,3578917.9180106316,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2000,402693.0,28.968085431148474,1390126.389115785,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2000,4576003.0,28.968085431148474,15796705.001013177,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2000,1213585.0,28.968085431148474,4189386.291629305,IVA,IVA
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2000,0.0,28.968085431148474,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2000,0.0,28.968085431148474,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2000,0.0,28.968085431148474,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2000,0.0,28.968085431148474,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2000,0.0,28.968085431148474,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2001,420749.0,31.184040198356737,1349244.6691438386,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2001,3969717.0,31.184040198356737,12729963.708195793,Renta,Renta
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2001,1437359.0,31.184040198356737,4609277.665296694,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2001,22000.0,31.184040198356737,70548.90854443968,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2001,0.0,31.184040198356737,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2001,0.0,31.184040198356737,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2001,0.0,31.184040198356737,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2001,2087178.0,31.184040198356737,6693096.81081666,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2001,0.0,31.184040198356737,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2001,0.0,31.184040198356737,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2001,2253310.0,31.184040198356737,7225843.686921426,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2001,0.0,31.184040198356737,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2001,0.0,31.184040198356737,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2001,3152714.0,31.184040198356737,10110024.166035209,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2001,5235224.0,31.184040198356737,16788151.781166166,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2001,6291509.0,31.184040198356737,20175413.320341777,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2002,2150084.0,33.35982660120472,6445129.423791292,Otros impuestos,Arancel
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2002,3485896.0,33.35982660120472,10449382.851031108,IVA,IVA
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2002,0.0,33.35982660120472,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2002,0.0,33.35982660120472,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2002,13579.0,33.35982660120472,40704.64802568735,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2002,3635357.0,33.35982660120472,10897409.760123622,Renta,Renta
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2002,0.0,33.35982660120472,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2002,7224636.0,33.35982660120472,21656695.30110536,Renta,Renta
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2002,1408101.0,33.35982660120472,4220948.198661048,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2002,5610841.0,33.35982660120472,16819155.168502513,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2002,1250722.0,33.35982660120472,3749186.154207506,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2002,0.0,33.35982660120472,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2002,2340202.0,33.35982660120472,7015030.467560909,IVA,IVA
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2002,0.0,33.35982660120472,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2002,433977.0,33.35982660120472,1300897.0495797715,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2002,0.0,33.35982660120472,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2003,20019.0,35.52891827665934,56345.6501661956,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2003,8412194.0,35.52891827665934,23677033.83056944,Renta,Renta
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2003,0.0,35.52891827665934,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2003,511537.0,35.52891827665934,1439776.4548211796,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2003,1621500.0,35.52891827665934,4563887.893725269,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2003,0.0,35.52891827665934,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2003,0.0,35.52891827665934,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2003,0.0,35.52891827665934,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2003,6889780.0,35.52891827665934,19392034.247567367,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2003,4129479.0,35.52891827665934,11622867.23126286,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2003,2782378.0,35.52891827665934,7831305.1310314685,IVA,IVA
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2003,0.0,35.52891827665934,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2003,4405051.0,35.52891827665934,12398494.560679859,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2003,0.0,35.52891827665934,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2003,2285380.0,35.52891827665934,6432450.271083475,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2003,1227934.0,35.52891827665934,3456153.6336069345,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,2004,0.0,37.48377867552584,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,2004,2380780.0,37.48377867552584,6351494.123922129,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,2004,574710.0,37.48377867552584,1533223.22430434,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2004,5163343.0,37.48377867552584,13774873.245026613,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,2004,3169982.0,37.48377867552584,8456943.542006787,IVA,IVA
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,2004,0.0,37.48377867552584,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2004,7840824.0,37.48377867552584,20917912.433197357,IVA,IVA
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,2004,88491.0,37.48377867552584,236078.1199942847,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2004,0.0,37.48377867552584,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2004,0.0,37.48377867552584,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,2004,2237595.0,37.48377867552584,5969502.2195320595,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,2004,9408708.0,37.48377867552584,25100745.79578925,Renta,Renta
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,2004,0.0,37.48377867552584,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,2004,0.0,37.48377867552584,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2004,454012.0,37.48377867552584,1211222.6035963565,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2004,6546626.0,37.48377867552584,17465224.241851762,Renta,Renta
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,2005,7923954.0,39.2980497991314,20163733.418077003,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,2005,8889565.0,39.2980497991314,22620880.795454856,IVA,IVA
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,2005,0.0,39.2980497991314,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,2005,474219.0,39.2980497991314,1206724.00392368,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,2005,0.0,39.2980497991314,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,2005,0.0,39.2980497991314,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,2005,6277481.0,39.2980497991314,15974026.782720273,IVA,IVA
