CTA PROG,SUBC SUBP,OBJG PROY,ORD SPRY,Fuente,Rec.,Sit,Nombre del rubro,Apropiación 2025,Código de entidad,Entidad,Código de sector,Sector,Tipo de gasto,Año,% porc
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,882009895,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,1152608171,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992),Propios,20,S,TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992),32116663,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),27000000,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,15355786,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,24028400,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,1892232696,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Inversión,2025,0.0004
,,,,Propios,20,S,INVERSION,1367564705,2239,Instituto nacional de formación técnica profesional de san juan del cesar,22,Educación,Inversión,2025,0.0003
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,9866550734,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0019
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,3208508114,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0006
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,323467920,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0001
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Nación,10,C,SALARIO,731065900,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0001
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Propios,20,S,SALARIO,5106243747,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.001
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,100225131,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,858891254,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0002
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,29404818,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,212310539,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,5111810182,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.001
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Nación,10,C,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,87299366,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Propios,20,S,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,1800000000,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0003
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992),Propios,20,S,TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992),535945714,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),15000000,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,34174938,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,INFORMACIÓN Y COMUNICACIONES,A RTVC Y ORGANIZACIONES REGIONALES DE TELEVISIÓN - LEY 14 DE 1991 (ART 21),Propios,20,S,A RTVC Y ORGANIZACIONES REGIONALES DE TELEVISIÓN - LEY 14 DE 1991 (ART 21),15000000,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,250168661,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,37877998,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,50000000,2241,Instituto tolimense de formación técnica profesional,22,Educación,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,1285299059,2241,Instituto tolimense de formación técnica profesional,22,Educación,Inversión,2025,0.0002
,,,,Propios,20,S,INVERSION,4739985905,2241,Instituto tolimense de formación técnica profesional,22,Educación,Inversión,2025,0.0009
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,3909339133,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0007
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,1302980635,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0002
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,272875492,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0001
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Nación,10,C,SALARIO,5709781,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Propios,20,S,SALARIO,2524492883,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,561695613,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,693782911,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,918157514,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Nación,10,C,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,2208892692,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0004
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Propios,20,S,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,554803975,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992),Propios,20,S,TRANSFERENCIAS BIENESTAR UNIVERSITARIO (LEY 30 DE 1992),256062042,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,376630571,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,34950400,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CONTRIBUCIÓN DE VALORIZACIÓN DEPARTAMENTAL ,,Propios,20,S,CONTRIBUCIÓN DE VALORIZACIÓN DEPARTAMENTAL,80551524,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,2910440850,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Inversión,2025,0.0006
,,,,Propios,20,S,INVERSION,1511632920,2242,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",22,Educación,Inversión,2025,0.0003
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,7081577928,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Funcionamiento,2025,0.0013
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,2609661192,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,712099064,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Funcionamiento,2025,0.0001
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,3743553943,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Funcionamiento,2025,0.0007
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),48906101,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,3240491868,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Funcionamiento,2025,0.0006
,,,,Nación,10,C,INVERSION,946116347945,2246,Unidad administrativa especial de alimentación escolar,22,Educación,Inversión,2025,0.1796
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,77444543369,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0147
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,28586094427,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0054
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,8577274715,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0016
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,2529467801,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),Nación,10,C,CUOTAS PARTES PENSIONALES (DE PENSIONES),1110330363,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),Nación,10,C,BONOS PENSIONALES (DE PENSIONES),2740670630,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),254380000,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,3850218947,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0007
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,405331000,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0001
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,2255705457,2301,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Deuda,2025,0.0004
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,15826874852,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.003
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Propios,20,S,A ORGANIZACIONES INTERNACIONALES,2037095090,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0004
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,A LA COMISIÓN DE REGULACIÓN DE COMUNICACIONES - CRC.  ARTICULO 20 LEY 1978 DE 2019,Propios,20,S,A LA COMISIÓN DE REGULACIÓN DE COMUNICACIONES (CRC). ARTÍCULO 20 LEY 1978 DE 2019,3025244240,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0006
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,TRANSFERIR A LA AGENCIA NACIONAL DEL ESPECTRO ARTICULO 31 LEY 1341 DE 2009 Y ARTICULO 6O. DEL DECRETO 4169 DE 2011,Propios,20,S,TRANSFERIR A LA AGENCIA NACIONAL DEL ESPECTRO ARTICULO 31 LEY 1341 DE 2009 Y ARTICULO 6O. DEL DECRETO 4169 DE 2011,42207595709,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.008
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,TRANSFERIR A LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO DECRETOS 1130 Y 1620 DE 1999 Y 2003.  LEYES 1341 Y 1369 DE 2009,Propios,20,S,TRANSFERIR A LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO DECRETOS 1130 Y 1620 DE 1999 Y 2003.  LEYES 1341 Y 1369 DE 2009,5057947250,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.001
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,APOYO A ACTIVIDADES DEL MINTIC. ART 22 LEY 1978 DE 2019,Propios,20,S,APOYO A ACTIVIDADES DEL MINTIC. ART 22 LEY 1978 DE 2019,133903797762,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0254
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,88.0,Propios,20,S,COMPUTADORES PARA EDUCAR - CPE (ART. 39 LEY  1341 DE 2009),170918292400,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0324
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,TRANSFERENCIAS DE EXCEDENTES FINANCIEROS A LA NACIÓN (ART. 16 EOP),Propios,20,S,TRANSFERENCIAS DE EXCEDENTES FINANCIEROS A LA NACIÓN (ART. 16 EOP),77434889464,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0147
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,PLANES COMPLEMENTARIOS DE SALUD (NO DE PENSIONES),Propios,20,S,PLANES COMPLEMENTARIOS DE SALUD (NO DE PENSIONES).,12096129580,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0023
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,2500000000,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,INFORMACIÓN Y COMUNICACIONES,TRANSFERIR AL OPERADOR OFICIAL DE LOS SERVICIOS DE FRANQUICIA POSTAL Y TELEGRÁFICA,Propios,20,S,TRANSFERIR AL OPERADOR OFICIAL DE LOS SERVICIOS DE FRANQUICIA POSTAL Y TELEGRÁFICA,16338826750,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0031
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,INFORMACIÓN Y COMUNICACIONES,TRANSFERENCIA  PARA FINANCIAMIENTO DEL SERVICIO POSTAL UNIVERSAL ,Propios,20,S,TRANSFERENCIA  PARA FINANCIAMIENTO DEL SERVICIO POSTAL UNIVERSAL ,17100000000,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0032
TRANSFERENCIAS CORRIENTES,A EMPRESAS DIFERENTE DE SUBVENCIONES,INFORMACIÓN Y COMUNICACIONES,A RADIO TELEVISIÓN NACIONAL DE COLOMBIA (RTVC) ARTÍCULO 45 LEY 1978 DE 2019,Propios,20,S,A RADIO TELEVISIÓN NACIONAL DE COLOMBIA (RTVC). ARTICULO 45 LEY 1978 DE 2019,166420853300,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0316
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,342278077,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,5068254000,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.001
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,4181823082,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Deuda,2025,0.0008
,,,,Propios,20,S,INVERSION,1092607425151,2306,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,Inversión,2025,0.2074
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,24350928000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0046
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,8956189000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0017
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,2500088000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0005
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,2522035000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),62000000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,86858000,2308,Unidad administrativa especial comisión de regulación de comunicaciones,23,Tecnologías de la información y las comunicaciones,Funcionamiento,2025,0.0
